frogswab_ID,pond,treatment,swab1,year,before.after,infected
1,CA-PIG,sham,0,2019,before,0
2,CA-PIG,sham,0,2019,before,0
3,CA-PIG,sham,0,2019,before,0
4,CA-PIG,sham,0,2019,before,0
5,CA-PIG,sham,0,2019,before,0
6,CA-PIG,sham,0,2019,before,0
7,CA-PIG,sham,0,2019,before,0
8,CA-PIG,sham,0,2019,before,0
9,CA-PIG,sham,143.2,2019,before,1
10,CA-PIG,sham,0,2019,before,0
11,CA-PIG,sham,0,2019,before,0
12,CA-PIG,sham,0,2019,before,0
13,CA-PIG,sham,0,2019,before,0
14,CA-PIG,sham,0,2019,before,0
15,CA-PIG,sham,0,2019,before,0
16,CA-PIG,sham,0,2019,before,0
17,CA-PIG,sham,0,2019,before,0
18,CA-PIG,sham,0.1,2019,before,1
19,CA-PIG,sham,0,2019,before,0
20,CA-PIG,sham,0,2019,before,0
21,CA-PIG,sham,0,2019,before,0
22,CA-PIG,sham,0,2019,before,0
23,CA-PIG,sham,0,2019,before,0
24,CA-PIG,sham,1905.4,2019,before,1
25,CA-PIG,sham,0,2019,before,0
26,CA-PIG,sham,6964.8,2019,before,1
27,CA-PIG,sham,177.2,2019,before,1
28,CA-PIG,sham,324.6,2019,before,1
29,CA-PIG,sham,0,2019,before,0
30,CA-PIG,sham,961,2019,before,1
31,CA-PIG,sham,98.9,2019,before,1
32,CA-PIG,sham,0,2019,before,0
33,CA-PIG,sham,65,2019,before,1
34,CA-PIG,sham,82.8,2019,before,1
35,CA-PIG,sham,51.2,2019,before,1
36,CA-PIG,sham,11.7,2019,before,1
37,CA-PIG,sham,4.9,2019,before,1
38,CA-PIG,sham,5045.9,2019,before,1
39,CA-PIG,sham,138.2,2019,before,1
40,CA-PIG,sham,0,2019,before,0
49,GLORGCP,vaccine,0,2019,before,0
50,GLORGCP,vaccine,0,2019,before,0
51,GLORGCP,vaccine,683.1,2019,before,1
52,GLORGCP,vaccine,0,2019,before,0
53,GLORGCP,vaccine,79056.4,2019,before,1
54,GLORGCP,vaccine,0,2019,before,0
55,GLORGCP,vaccine,0,2019,before,0
56,GLORGCP,vaccine,0,2019,before,0
57,GLORGCP,vaccine,56040.4,2019,before,1
58,GLORGCP,vaccine,0,2019,before,0
60,GLORGCP,vaccine,1835.7,2019,before,1
61,GLORGCP,vaccine,0,2019,before,0
62,GLORGCP,vaccine,0,2019,before,0
63,GLORGCP,vaccine,0,2019,before,0
64,GLORGCP,vaccine,2481.7,2019,before,1
65,GLORGCP,vaccine,0,2019,before,0
66,GLORGCP,vaccine,0,2019,before,0
67,GLORGCP,vaccine,101305,2019,before,1
68,GLORGCP,vaccine,0,2019,before,0
69,GLORGCP,vaccine,7980,2019,before,1
71,GLORGCP,vaccine,0,2019,before,0
72,GLORGCP,vaccine,0,2019,before,0
73,GLORGCP,vaccine,0,2019,before,0
74,GLORGCP,vaccine,0,2019,before,0
75,GLORGCP,vaccine,558,2019,before,1
76,GLORGCP,vaccine,229,2019,before,1
77,GLORGCP,vaccine,0,2019,before,0
78,GLORGCP,vaccine,171,2019,before,1
79,GLORGCP,vaccine,0,2019,before,0
80,GLORGCP,vaccine,0,2019,before,0
121,CA-MANZA,vaccine,14366,2019,before,1
122,CA-MANZA,vaccine,0,2019,before,0
123,CA-MANZA,vaccine,316,2019,before,1
124,CA-MANZA,vaccine,0,2019,before,0
125,CA-MANZA,vaccine,1441,2019,before,1
126,CA-MANZA,vaccine,2395,2019,before,1
127,CA-MANZA,vaccine,0,2019,before,0
128,CA-MANZA,vaccine,1137,2019,before,1
129,CA-MANZA,vaccine,11060,2019,before,1
131,CA-MANZA,vaccine,0,2019,before,0
132,CA-MANZA,vaccine,0,2019,before,0
133,CA-MANZA,vaccine,0,2019,before,0
134,CA-MANZA,vaccine,0,2019,before,0
135,CA-MANZA,vaccine,0,2019,before,0
136,CA-MANZA,vaccine,0,2019,before,0
137,CA-MANZA,vaccine,0,2019,before,0
138,CA-MANZA,vaccine,0,2019,before,0
139,CA-MANZA,vaccine,0,2019,before,0
140,CA-MANZA,vaccine,0,2019,before,0
141,CA-MANZA,vaccine,0,2019,before,0
142,CA-MANZA,vaccine,0,2019,before,0
143,CA-MANZA,vaccine,0,2019,before,0
144,CA-MANZA,vaccine,0,2019,before,0
145,CA-MANZA,vaccine,0,2019,before,0
146,CA-MANZA,vaccine,0,2019,before,0
147,CA-MANZA,vaccine,0,2019,before,0
148,CA-MANZA,vaccine,0,2019,before,0
149,CA-MANZA,vaccine,0,2019,before,0
150,CA-MANZA,vaccine,0,2019,before,0
151,CA-MANZA,vaccine,0,2019,before,0
152,CA-MANZA,vaccine,0,2019,before,0
153,CA-MANZA,vaccine,0,2019,before,0
154,CA-MANZA,vaccine,0,2019,before,0
155,CA-MANZA,vaccine,0,2019,before,0
156,CA-MANZA,vaccine,0,2019,before,0
157,CA-MANZA,vaccine,1228,2019,before,1
158,CA-MANZA,vaccine,153,2019,before,1
159,CA-MANZA,vaccine,0,2019,before,0
160,CA-MANZA,vaccine,9207,2019,before,1
161,NTALKGCP,sham,0,2019,before,0
162,NTALKGCP,sham,0,2019,before,0
163,NTALKGCP,sham,0,2019,before,0
164,NTALKGCP,sham,0,2019,before,0
165,NTALKGCP,sham,0,2019,before,0
166,NTALKGCP,sham,0,2019,before,0
167,NTALKGCP,sham,0,2019,before,0
168,NTALKGCP,sham,0,2019,before,0
171,NTALKGCP,sham,0,2019,before,0
172,NTALKGCP,sham,0,2019,before,0
173,NTALKGCP,sham,0,2019,before,0
174,NTALKGCP,sham,54.6,2019,before,1
175,NTALKGCP,sham,0,2019,before,0
176,NTALKGCP,sham,0,2019,before,0
177,NTALKGCP,sham,0,2019,before,0
178,NTALKGCP,sham,0,2019,before,0
179,NTALKGCP,sham,0,2019,before,0
181,NTALKGCP,sham,0,2019,before,0
182,NTALKGCP,sham,0,2019,before,0
183,NTALKGCP,sham,0,2019,before,0
184,NTALKGCP,sham,132.7,2019,before,1
185,NTALKGCP,sham,0,2019,before,0
186,NTALKGCP,sham,0,2019,before,0
187,NTALKGCP,sham,0,2019,before,0
188,NTALKGCP,sham,0,2019,before,0
189,NTALKGCP,sham,0,2019,before,0
190,NTALKGCP,sham,0,2019,before,0
191,NTALKGCP,sham,0,2019,before,0
192,NTALKGCP,sham,0,2019,before,0
193,NTALKGCP,sham,0,2019,before,0
194,NTALKGCP,sham,0,2019,before,0
195,NTALKGCP,sham,0,2019,before,0
196,NTALKGCP,sham,0,2019,before,0
197,NTALKGCP,sham,0,2019,before,0
198,NTALKGCP,sham,0,2019,before,0
199,NTALKGCP,sham,510.8,2019,before,1
241,YBBA,sham,0,2019,before,0
242,YBBA,sham,0,2019,before,0
243,YBBA,sham,0,2019,before,0
245,YBBA,sham,0,2019,before,0
246,YBBA,sham,16004,2019,before,1
249,YBBA,sham,0,2019,before,0
250,YBBA,sham,0,2019,before,0
251,YBBA,sham,0,2019,before,0
252,YBBA,sham,0,2019,before,0
255,YBBA,sham,0,2019,before,0
256,YBBA,sham,0,2019,before,0
257,YBBA,sham,0,2019,before,0
258,YBBA,sham,0,2019,before,0
259,YBBA,sham,0,2019,before,0
260,YBBA,sham,0,2019,before,0
261,YBBA,sham,0,2019,before,0
262,YBBA,sham,0,2019,before,0
263,YBBA,sham,0,2019,before,0
264,YBBA,sham,0,2019,before,0
265,YBBA,sham,0,2019,before,0
266,YBBA,sham,31935,2019,before,1
268,YBBA,sham,0,2019,before,0
270,YBBA,sham,0,2019,before,0
271,YBBA,sham,0,2019,before,0
274,YBBA,sham,0,2019,before,0
276,YBBA,sham,0,2019,before,0
277,YBBA,sham,0,2019,before,0
278,YBBA,sham,0,2019,before,0
279,YBBA,sham,0,2019,before,0
280,YBBA,sham,0,2019,before,0
282,YBBA,sham,0,2019,before,0
283,YBBA,sham,0,2019,before,0
284,YBBA,sham,0,2019,before,0
285,HERONGCP,vaccine,49589.4,2019,before,1
287,HERONGCP,vaccine,0,2019,before,0
288,HERONGCP,vaccine,0,2019,before,0
289,HERONGCP,vaccine,0,2019,before,0
290,HERONGCP,vaccine,0,2019,before,0
291,HERONGCP,vaccine,0,2019,before,0
292,HERONGCP,vaccine,0,2019,before,0
293,HERONGCP,vaccine,0,2019,before,0
294,HERONGCP,vaccine,0,2019,before,0
295,HERONGCP,vaccine,0,2019,before,0
296,HERONGCP,vaccine,0,2019,before,0
297,HERONGCP,vaccine,0,2019,before,0
298,HERONGCP,vaccine,0,2019,before,0
299,HERONGCP,vaccine,0,2019,before,0
300,HERONGCP,vaccine,0,2019,before,0
301,HERONGCP,vaccine,0,2019,before,0
302,HERONGCP,vaccine,0,2019,before,0
303,HERONGCP,vaccine,0,2019,before,0
304,HERONGCP,vaccine,0,2019,before,0
305,HERONGCP,vaccine,0,2019,before,0
306,HERONGCP,vaccine,400.5,2019,before,1
307,HERONGCP,vaccine,0,2019,before,0
308,HERONGCP,vaccine,0,2019,before,0
309,HERONGCP,vaccine,0,2019,before,0
310,HERONGCP,vaccine,0,2019,before,0
311,HERONGCP,vaccine,0,2019,before,0
312,HERONGCP,vaccine,0,2019,before,0
313,HERONGCP,vaccine,0,2019,before,0
314,HERONGCP,vaccine,0,2019,before,0
315,HERONGCP,vaccine,0,2019,before,0
316,HERONGCP,vaccine,0,2019,before,0
317,HERONGCP,vaccine,0,2019,before,0
318,HERONGCP,vaccine,0,2019,before,0
319,HERONGCP,vaccine,0,2019,before,0
320,HERONGCP,vaccine,0,2019,before,0
321,HERONGCP,vaccine,0,2019,before,0
322,HERONGCP,vaccine,0,2019,before,0
323,HERONGCP,vaccine,617.9,2019,before,1
324,HERONGCP,vaccine,0,2019,before,0
325,HERONGCP,vaccine,0,2019,before,0
326,HERONGCP,vaccine,0,2019,before,0
327,HERONGCP,vaccine,0,2019,before,0
328,NORTHGCP,vaccine,0,2019,before,0
329,NORTHGCP,vaccine,0,2019,before,0
330,NORTHGCP,vaccine,0,2019,before,0
331,NORTHGCP,vaccine,0,2019,before,0
332,NORTHGCP,vaccine,0,2019,before,0
333,NORTHGCP,vaccine,0,2019,before,0
334,NORTHGCP,vaccine,1153.1,2019,before,1
335,NORTHGCP,vaccine,1170.9,2019,before,1
336,NORTHGCP,vaccine,0,2019,before,0
337,NORTHGCP,vaccine,0,2019,before,0
338,NORTHGCP,vaccine,0,2019,before,0
339,NORTHGCP,vaccine,0,2019,before,0
340,NORTHGCP,vaccine,0,2019,before,0
341,NORTHGCP,vaccine,0,2019,before,0
342,NORTHGCP,vaccine,0,2019,before,0
343,NORTHGCP,vaccine,0,2019,before,0
344,NORTHGCP,vaccine,0,2019,before,0
345,NORTHGCP,vaccine,0,2019,before,0
346,NORTHGCP,vaccine,0,2019,before,0
347,NORTHGCP,vaccine,0,2019,before,0
348,NORTHGCP,vaccine,0,2019,before,0
349,NORTHGCP,vaccine,0,2019,before,0
350,NORTHGCP,vaccine,0,2019,before,0
351,NORTHGCP,vaccine,0,2019,before,0
352,NORTHGCP,vaccine,0,2019,before,0
353,NORTHGCP,vaccine,0,2019,before,0
354,NORTHGCP,vaccine,0,2019,before,0
355,NORTHGCP,vaccine,0,2019,before,0
356,NORTHGCP,vaccine,0,2019,before,0
357,NORTHGCP,vaccine,0,2019,before,0
358,NORTHGCP,vaccine,0,2019,before,0
359,NORTHGCP,vaccine,0,2019,before,0
360,NORTHGCP,vaccine,0,2019,before,0
361,NORTHGCP,vaccine,0,2019,before,0
362,NORTHGCP,vaccine,0,2019,before,0
363,NORTHGCP,vaccine,72009.5,2019,before,1
364,NORTHGCP,vaccine,211,2019,before,1
365,NORTHGCP,vaccine,0,2019,before,0
366,NORTHGCP,vaccine,0,2019,before,0
367,NORTHGCP,vaccine,34325.6,2019,before,1
368,NORTHGCP,vaccine,0,2019,before,0
409,UCTBOR,vaccine,0,2019,before,0
410,UCTBOR,vaccine,0,2019,before,0
411,UCTBOR,vaccine,0,2019,before,0
412,UCTBOR,vaccine,0,2019,before,0
413,UCTBOR,vaccine,0,2019,before,0
414,UCTBOR,vaccine,1700.5,2019,before,1
415,UCTBOR,vaccine,0,2019,before,0
416,UCTBOR,vaccine,3732.1,2019,before,1
417,UCTBOR,vaccine,0,2019,before,0
418,UCTBOR,vaccine,0,2019,before,0
419,UCTBOR,vaccine,0,2019,before,0
421,UCTBOR,vaccine,0,2019,before,0
422,UCTBOR,vaccine,9173.2,2019,before,1
427,UCTBOR,vaccine,0,2019,before,0
428,UCTBOR,vaccine,0,2019,before,0
431,UCTBOR,vaccine,0,2019,before,0
433,UCTBOR,vaccine,127.2,2019,before,1
435,UCTBOR,vaccine,0,2019,before,0
437,UCTBOR,vaccine,0,2019,before,0
438,UCTBOR,vaccine,0,2019,before,0
439,UCTBOR,vaccine,0,2019,before,0
440,UCTBOR,vaccine,0,2019,before,0
441,UCTBOR,vaccine,6537.9,2019,before,1
445,UCTBOR,vaccine,0,2019,before,0
447,UCTBOR,vaccine,0,2019,before,0
628,GRAMPBOR,sham,0,2019,before,0
629,GRAMPBOR,sham,0,2019,before,0
630,GRAMPBOR,sham,0,2019,before,0
631,GRAMPBOR,sham,0,2019,before,0
632,GRAMPBOR,sham,0,2019,before,0
633,GRAMPBOR,sham,0,2019,before,0
634,GRAMPBOR,sham,32492,2019,before,1
635,GRAMPBOR,sham,0,2019,before,0
636,GRAMPBOR,sham,8713.2,2019,before,1
637,GRAMPBOR,sham,0,2019,before,0
638,GRAMPBOR,sham,0,2019,before,0
639,GRAMPBOR,sham,0,2019,before,0
640,GRAMPBOR,sham,0,2019,before,0
641,GRAMPBOR,sham,2544.3,2019,before,1
642,GRAMPBOR,sham,450.9,2019,before,1
643,GRAMPBOR,sham,0,2019,before,0
644,GRAMPBOR,sham,0,2019,before,0
645,GRAMPBOR,sham,0,2019,before,0
648,GRAMPBOR,sham,0,2019,before,0
649,GRAMPBOR,sham,0,2019,before,0
650,GRAMPBOR,sham,0,2019,before,0
651,GRAMPBOR,sham,0,2019,before,0
652,GRAMPBOR,sham,0,2019,before,0
653,GRAMPBOR,sham,0,2019,before,0
654,GRAMPBOR,sham,2959.9,2019,before,1
655,GRAMPBOR,sham,2469.4,2019,before,1
656,GRAMPBOR,sham,0,2019,before,0
657,GRAMPBOR,sham,0,2019,before,0
658,GRAMPBOR,sham,0,2019,before,0
659,GRAMPBOR,sham,0,2019,before,0
660,GRAMPBOR,sham,0,2019,before,0
661,GRAMPBOR,sham,488.6,2019,before,1
662,GRAMPBOR,sham,0,2019,before,0
663,GRAMPBOR,sham,1216.9,2019,before,1
664,GRAMPBOR,sham,2757.2,2019,before,1
665,GRAMPBOR,sham,5788.9,2019,before,1
666,GRAMPBOR,sham,0,2019,before,0
667,GRAMPBOR,sham,0,2019,before,0
668,GRAMPBOR,sham,0,2019,before,0
669,GRAMPBOR,sham,9151.9,2019,before,1
670,GRAMPBOR,sham,0,2019,before,0
671,GRAMPBOR,sham,0,2019,before,0
672,GRAMPBOR,sham,4082.8,2019,before,1
673,GRAMPBOR,sham,8250.4,2019,before,1
674,GRAMPBOR,sham,1274.7,2019,before,1
675,GRAMPBOR,sham,464,2019,before,1
676,GRAMPBOR,sham,0,2019,before,0
677,GRAMPBOR,sham,0,2019,before,0
678,CABINBOR,sham,579.5,2019,before,1
679,CABINBOR,sham,0,2019,before,0
680,CABINBOR,sham,1211.4,2019,before,1
681,CABINBOR,sham,10942.6,2019,before,1
683,CABINBOR,sham,0,2019,before,0
684,CABINBOR,sham,0,2019,before,0
685,CABINBOR,sham,0,2019,before,0
686,CABINBOR,sham,0,2019,before,0
687,CABINBOR,sham,0,2019,before,0
688,CABINBOR,sham,0,2019,before,0
689,CABINBOR,sham,0,2019,before,0
690,CABINBOR,sham,0,2019,before,0
691,CABINBOR,sham,0,2019,before,0
692,CABINBOR,sham,0,2019,before,0
693,CABINBOR,sham,0,2019,before,0
694,CABINBOR,sham,0,2019,before,0
695,CABINBOR,sham,0,2019,before,0
696,CABINBOR,sham,0,2019,before,0
697,CABINBOR,sham,0,2019,before,0
698,CABINBOR,sham,0,2019,before,0
699,CABINBOR,sham,0,2019,before,0
700,CABINBOR,sham,0,2019,before,0
701,CABINBOR,sham,0,2019,before,0
702,CABINBOR,sham,0,2019,before,0
703,CABINBOR,sham,0,2019,before,0
704,CABINBOR,sham,0,2019,before,0
705,CABINBOR,sham,0,2019,before,0
706,CABINBOR,sham,703.1,2019,before,1
707,CABINBOR,sham,1638.4,2019,before,1
708,CABINBOR,sham,22615.8,2019,before,1
709,CABINBOR,sham,2665.8,2019,before,1
710,CABINBOR,sham,3764.3,2019,before,1
711,CABINBOR,sham,72097.6,2019,before,1
712,CABINBOR,sham,0,2019,before,0
715,PPKBOR,vaccine,4734.8,2019,before,1
716,PPKBOR,vaccine,1081.3,2019,before,1
717,PPKBOR,vaccine,277.1,2019,before,1
718,PPKBOR,vaccine,758.5,2019,before,1
719,PPKBOR,vaccine,696.4,2019,before,1
720,PPKBOR,vaccine,1630.4,2019,before,1
721,PPKBOR,vaccine,1158.7,2019,before,1
722,PPKBOR,vaccine,0,2019,before,0
723,PPKBOR,vaccine,6625.8,2019,before,1
724,PPKBOR,vaccine,118.2,2019,before,1
725,PPKBOR,vaccine,338.7,2019,before,1
726,PPKBOR,vaccine,220.1,2019,before,1
727,PPKBOR,vaccine,0,2019,before,0
728,PPKBOR,vaccine,5976.8,2019,before,1
729,PPKBOR,vaccine,2420.6,2019,before,1
730,PPKBOR,vaccine,573.2,2019,before,1
731,PPKBOR,vaccine,34194.1,2019,before,1
732,PPKBOR,vaccine,701.1,2019,before,1
733,PPKBOR,vaccine,0,2019,before,0
734,PPKBOR,vaccine,220.9,2019,before,1
735,PPKBOR,vaccine,0,2019,before,0
736,PPKBOR,vaccine,0,2019,before,0
737,PPKBOR,vaccine,90.2,2019,before,1
738,PPKBOR,vaccine,0,2019,before,0
739,PPKBOR,vaccine,85.7,2019,before,1
740,PPKBOR,vaccine,123.6,2019,before,1
741,PPKBOR,vaccine,0,2019,before,0
742,PPKBOR,vaccine,0,2019,before,0
822,NORTHGCP,vaccine,0,2022,after,0
824,NORTHGCP,vaccine,0,2022,after,0
825,HERONGCP,vaccine,0,2022,after,0
827,NORTHGCP,vaccine,0,2022,after,0
828,NORTHGCP,vaccine,0,2022,after,0
829,NORTHGCP,vaccine,0,2022,after,0
830,HERONGCP,vaccine,0,2022,after,0
831,HERONGCP,vaccine,0,2022,after,0
832,NORTHGCP,vaccine,0,2022,after,0
833,NORTHGCP,vaccine,372.3,2022,after,1
834,NORTHGCP,vaccine,0,2022,after,0
835,NORTHGCP,vaccine,0,2022,after,0
836,NORTHGCP,vaccine,0,2022,after,0
837,HERONGCP,vaccine,0,2022,after,0
839,NORTHGCP,vaccine,0,2022,after,0
841,NORTHGCP,vaccine,0,2022,after,0
843,NORTHGCP,vaccine,0,2022,after,0
845,HERONGCP,vaccine,0,2022,after,0
846,NORTHGCP,vaccine,0,2022,after,0
849,HERONGCP,vaccine,0,2022,after,0
851,HERONGCP,vaccine,0,2022,after,0
853,HERONGCP,vaccine,0,2022,after,0
855,HERONGCP,vaccine,0,2022,after,0
856,CA-PIG,sham,0,2022,after,0
857,CA-PIG,sham,0,2022,after,0
858,CA-PIG,sham,0,2022,after,0
860,CA-PIG,sham,0,2022,after,0
862,CA-PIG,sham,323.5,2022,after,1
864,CA-PIG,sham,0,2022,after,0
866,CA-PIG,sham,0,2022,after,0
867,CA-PIG,sham,0,2022,after,0
868,CA-PIG,sham,0,2022,after,0
869,CA-PIG,sham,0,2022,after,0
870,CA-PIG,sham,0,2022,after,0
872,CA-PIG,sham,0,2022,after,0
874,CA-PIG,sham,0,2022,after,0
876,HERONGCP,vaccine,0,2022,after,0
877,WASHGCP,sham,510.3,2022,after,1
878,WASHGCP,sham,0,2022,after,0
879,WASHGCP,sham,0,2022,after,0
881,CA-PIG,sham,0,2022,after,0
883,CA-PIG,sham,0,2022,after,0
885,CA-PIG,sham,0,2022,after,0
886,CA-PIG,sham,0,2022,after,0
887,CA-PIG,sham,0,2022,after,0
888,CA-PIG,sham,0,2022,after,0
891,CA-PIG,sham,2327,2022,after,1
893,CA-PIG,sham,207.4,2022,after,1
894,CA-PIG,sham,0,2022,after,0
895,CA-PIG,sham,0,2022,after,0
897,CA-PIG,sham,47,2022,after,1
898,CA-PIG,sham,0,2022,after,0
899,CA-PIG,sham,0,2022,after,0
901,CA-PIG,sham,364.1,2022,after,1
903,HERONGCP,vaccine,446.1,2022,after,1
905,HERONGCP,vaccine,0,2022,after,0
906,HERONGCP,vaccine,0,2022,after,0
907,HERONGCP,vaccine,0,2022,after,0
909,HERONGCP,vaccine,0,2022,after,0
910,HERONGCP,vaccine,289.8,2022,after,1
911,HERONGCP,vaccine,1020.5,2022,after,1
912,HERONGCP,vaccine,0,2022,after,0
913,HERONGCP,vaccine,0,2022,after,0
915,HERONGCP,vaccine,521.3,2022,after,1
917,HERONGCP,vaccine,148.8,2022,after,1
918,HERONGCP,vaccine,124.6,2022,after,1
919,HERONGCP,vaccine,0,2022,after,0
921,HERONGCP,vaccine,0,2022,after,0
922,HERONGCP,vaccine,0,2022,after,0
923,HERONGCP,vaccine,0,2022,after,0
925,HERONGCP,vaccine,329.9,2022,after,1
926,HERONGCP,vaccine,0,2022,after,0
927,WASHGCP,sham,0,2022,after,0
928,WASHGCP,sham,0,2022,after,0
929,WASHGCP,sham,0,2022,after,0
931,WASHGCP,sham,0,2022,after,0
933,NORTHGCP,vaccine,0,2022,after,0
934,NORTHGCP,vaccine,0,2022,after,0
935,NORTHGCP,vaccine,0,2022,after,0
