frogswab_ID,pond,treatment,swab1,year,before.after,infected
NTALKGCP_20110802-16,NTALKGCP,sham,73.98668,2011,before,1
NTALKGCP_20110802-19,NTALKGCP,sham,8.332274,2011,before,1
NTALKGCP_20110802-14,NTALKGCP,sham,15.43139,2011,before,1
NTALKGCP_20110802-24,NTALKGCP,sham,1416.115,2011,before,1
PJS648_PSRE,NTALKGCP,sham,557.7119648,2012,before,1
PJS650_PSRE,NTALKGCP,sham,54.71271127,2012,before,1
PJS647_PSRE,NTALKGCP,sham,187.9510403,2012,before,1
PJS653_PSRE,NTALKGCP,sham,129.7693829,2012,before,1
PJS654_PSRE,NTALKGCP,sham,25.92435429,2012,before,1
PJS652_PSRE,NTALKGCP,sham,937.0245934,2012,before,1
PJS651_PSRE,NTALKGCP,sham,33.76511087,2012,before,1
PJS646_PSRE,NTALKGCP,sham,15.61170835,2012,before,1
2013_034_G9,NTALKGCP,sham,0,2013,before,0
2013_034_H1,NTALKGCP,sham,0,2013,before,0
2013_034_H2,NTALKGCP,sham,0,2013,before,0
2013_034_H3,NTALKGCP,sham,0,2013,before,0
2013_034_H4,NTALKGCP,sham,0,2013,before,0
2013_034_H5,NTALKGCP,sham,0,2013,before,0
2013_034_H6,NTALKGCP,sham,0,2013,before,0
2013_034_H7,NTALKGCP,sham,0,2013,before,0
2013_034_H8,NTALKGCP,sham,0,2013,before,0
2013_034_H9,NTALKGCP,sham,0,2013,before,0
2013_034_I1,NTALKGCP,sham,0,2013,before,0
2013_034_I2,NTALKGCP,sham,0,2013,before,0
2013_034_I3,NTALKGCP,sham,0,2013,before,0
2013_034_I4,NTALKGCP,sham,0,2013,before,0
2013_034_I5,NTALKGCP,sham,0,2013,before,0
2015-098-F1,NTALKGCP,sham,0,2015,before,0
2015-098-F2,NTALKGCP,sham,0,2015,before,0
2015-098-F3,NTALKGCP,sham,2.860564,2015,before,1
2015-098-F4,NTALKGCP,sham,1.41812,2015,before,1
2015-098-F5,NTALKGCP,sham,0,2015,before,0
2015-098-F6,NTALKGCP,sham,211.7299,2015,before,1
2015-098-F7,NTALKGCP,sham,0,2015,before,0
2015-098-F8,NTALKGCP,sham,0,2015,before,0
2015-098-F9,NTALKGCP,sham,0,2015,before,0
2015-098-G1,NTALKGCP,sham,0,2015,before,0
2016-054-H3,NTALKGCP,sham,11.37157,2016,before,1
2016-054-H4,NTALKGCP,sham,23.49602,2016,before,1
2016-054-H5,NTALKGCP,sham,1011.638,2016,before,1
2016-054-H6,NTALKGCP,sham,14.38365,2016,before,1
2016-054-H7,NTALKGCP,sham,2181.589,2016,before,1
2016-054-H8,NTALKGCP,sham,2167.465,2016,before,1
2016-054-H9,NTALKGCP,sham,3911.381,2016,before,1
2016-054-I1,NTALKGCP,sham,20753.44,2016,before,1
2016-054-I2,NTALKGCP,sham,12.95468,2016,before,1
2016-054-I3,NTALKGCP,sham,2391.184,2016,before,1
2017-018-D4,NTALKGCP,sham,0,2017,before,0
2017-018-D5,NTALKGCP,sham,0,2017,before,0
2017-018-D6,NTALKGCP,sham,212.1846,2017,before,1
2017-018-D7,NTALKGCP,sham,68.12161,2017,before,1
2017-018-D8,NTALKGCP,sham,11.95644,2017,before,1
2017-018-D9,NTALKGCP,sham,0.700925,2017,before,1
2017-018-E1,NTALKGCP,sham,7957.917,2017,before,1
2017-018-E2,NTALKGCP,sham,13.79826,2017,before,1
2017-018-E3,NTALKGCP,sham,38600.4,2017,before,1
2017-018-E4,NTALKGCP,sham,0,2017,before,0
2018-040-C5,NTALKGCP,sham,0,2018,before,0
2018-040-C4,NTALKGCP,sham,0,2018,before,0
2018-040-C3,NTALKGCP,sham,0,2018,before,0
2018-040-C1,NTALKGCP,sham,0,2018,before,0
2018-040-B9,NTALKGCP,sham,0,2018,before,0
2018-040-B8,NTALKGCP,sham,0,2018,before,0
2018-040-B7,NTALKGCP,sham,0,2018,before,0
2018-021-A1,NTALKGCP,sham,0,2018,before,0
2018-021-A2,NTALKGCP,sham,0,2018,before,0
PPKBOR_20110814-06,PPKBOR,vaccine,884.5057,2011,before,1
PPKBOR_20110814-02,PPKBOR,vaccine,2943.789,2011,before,1
PPKBOR_20110814-07,PPKBOR,vaccine,218.048,2011,before,1
PPKBOR_20110814-10,PPKBOR,vaccine,60.46096,2011,before,1
PPKBOR_20110814-08,PPKBOR,vaccine,519.8975,2011,before,1
PPKBOR_20110814-04,PPKBOR,vaccine,81.16154,2011,before,1
PPKBOR_20110814-01,PPKBOR,vaccine,1228.797,2011,before,1
PPKBOR_20110814-05,PPKBOR,vaccine,104.9119,2011,before,1
PPKBOR_20110814-09,PPKBOR,vaccine,1403.699,2011,before,1
PPKBOR_20110814-03,PPKBOR,vaccine,2696.157,2011,before,1
PPKBOR_20110814-11,PPKBOR,vaccine,4538.85,2011,before,1
2018-015-G4,PPKBOR,vaccine,0,2018,before,0
2018-015-G5,PPKBOR,vaccine,0,2018,before,0
2018-015-G6,PPKBOR,vaccine,0,2018,before,0
2018-015-G1,PPKBOR,vaccine,0,2018,before,0
2018-015-F9,PPKBOR,vaccine,0,2018,before,0
2018-015-F8,PPKBOR,vaccine,17.83379,2018,before,1
2018-015-F7,PPKBOR,vaccine,0,2018,before,0
2018-009-E4,PPKBOR,vaccine,0.6965302,2018,before,1
2018-009-E5,PPKBOR,vaccine,0,2018,before,0
2018-009-E6,PPKBOR,vaccine,4.035625,2018,before,1
2017-013-G2,UCTBOR,vaccine,0,2017,before,0
2017-013-G3,UCTBOR,vaccine,0,2017,before,0
2017-013-G4,UCTBOR,vaccine,0,2017,before,0
2017-013-G5,UCTBOR,vaccine,0,2017,before,0
2017-013-G6,UCTBOR,vaccine,0,2017,before,0
2017-013-G7,UCTBOR,vaccine,0,2017,before,0
2017-013-G8,UCTBOR,vaccine,0,2017,before,0
2017-013-G9,UCTBOR,vaccine,12.02175,2017,before,1
2018-062-C4,UCTBOR,vaccine,0,2018,before,0
2018-062-C5,UCTBOR,vaccine,0,2018,before,0
2018-062-C6,UCTBOR,vaccine,0,2018,before,0
2018-062-C7,UCTBOR,vaccine,0,2018,before,0
2018-062-C8,UCTBOR,vaccine,0,2018,before,0
2018-062-C9,UCTBOR,vaccine,0,2018,before,0
2018-062-D1,UCTBOR,vaccine,0,2018,before,0
2018-062-D2,UCTBOR,vaccine,0,2018,before,0
2018-062-D3,UCTBOR,vaccine,0,2018,before,0
2018-062-D4,UCTBOR,vaccine,0,2018,before,0
WashGCP_20110726-10,WASHGCP,sham,0.9864233,2011,before,1
WashGCP_20110726-05,WASHGCP,sham,66.45753,2011,before,1
WashGCP_20110726-09,WASHGCP,sham,4.681932,2011,before,1
WashGCP_20110726-06,WASHGCP,sham,207.3174,2011,before,1
WashGCP_20110726-01,WASHGCP,sham,71.89002,2011,before,1
WashGCP_20110726-04,WASHGCP,sham,13.55428,2011,before,1
WashGCP_20110726-07,WASHGCP,sham,2.030701,2011,before,1
WashGCP_20110726-03,WASHGCP,sham,1.812391,2011,before,1
WashGCP_20110726-11,WASHGCP,sham,4280.103,2011,before,1
2015-003-F1,WASHGCP,sham,0,2015,before,0
2016-051-F6,WASHGCP,sham,6.782754,2016,before,1
2016-051-F7,WASHGCP,sham,1014.525,2016,before,1
2016-051-F8,WASHGCP,sham,79.67679,2016,before,1
2016-051-G1,WASHGCP,sham,966.1672,2016,before,1
2016-051-G2,WASHGCP,sham,6.267582,2016,before,1
2016-051-G3,WASHGCP,sham,2632.344,2016,before,1
2016-051-G4,WASHGCP,sham,17.93226,2016,before,1
2016-051-G5,WASHGCP,sham,12.07655,2016,before,1
2016-051-G6,WASHGCP,sham,12.08509,2016,before,1
2017-069-C5,WASHGCP,sham,652.5143,2017,before,1
2017-069-C6,WASHGCP,sham,0,2017,before,0
2017-069-C7,WASHGCP,sham,0,2017,before,0
2017-069-C8,WASHGCP,sham,0,2017,before,0
2017-069-C9,WASHGCP,sham,0,2017,before,0
2017-069-D1,WASHGCP,sham,0,2017,before,0
2017-069-D2,WASHGCP,sham,0,2017,before,0
2017-069-D3,WASHGCP,sham,0,2017,before,0
2017-069-D4,WASHGCP,sham,0,2017,before,0
2017-069-D5,WASHGCP,sham,0,2017,before,0
2018-009-E7,WASHGCP,sham,0,2018,before,0
2018-009-E8,WASHGCP,sham,0,2018,before,0
2018-009-E9,WASHGCP,sham,0,2018,before,0
2018-009-F1,WASHGCP,sham,0,2018,before,0
2018-009-F2,WASHGCP,sham,0.01000931,2018,before,1
2018-009-F3,WASHGCP,sham,2.946388,2018,before,1
PJS678_PSRE,YBBA,sham,10.71597189,2012,before,1
PJS685_PSRE,YBBA,sham,15.70117549,2012,before,1
2013_034_B7,YBBA,sham,0,2013,before,0
2013_034_B8,YBBA,sham,0,2013,before,0
2013_034_B9,YBBA,sham,0,2013,before,0
2013_034_C1,YBBA,sham,0,2013,before,0
2013_034_C2,YBBA,sham,0,2013,before,0
2013_034_C3,YBBA,sham,0,2013,before,0
2013_034_C4,YBBA,sham,0,2013,before,0
2013_034_C5,YBBA,sham,0,2013,before,0
2013_034_C6,YBBA,sham,0,2013,before,0
2013_034_C7,YBBA,sham,0,2013,before,0
2013_034_C8,YBBA,sham,0,2013,before,0
2013_034_C9,YBBA,sham,0,2013,before,0
2013_034_D1,YBBA,sham,0,2013,before,0
2013_034_D2,YBBA,sham,0,2013,before,0
2013_034_D3,YBBA,sham,0,2013,before,0
2015-096-I2,YBBA,sham,0,2015,before,0
2015-096-I3,YBBA,sham,0,2015,before,0
2015-096-I4,YBBA,sham,0,2015,before,0
2015-096-I5,YBBA,sham,0,2015,before,0
2015-096-I6,YBBA,sham,0,2015,before,0
2015-098-A1,YBBA,sham,0,2015,before,0
2015-098-A2,YBBA,sham,0,2015,before,0
2015-098-A3,YBBA,sham,0,2015,before,0
2015-098-A4,YBBA,sham,0,2015,before,0
2015-098-A5,YBBA,sham,0,2015,before,0
2016-059-G8,YBBA,sham,73.48824,2016,before,1
2016-059-G9,YBBA,sham,22.17865,2016,before,1
2016-059-H7,YBBA,sham,7.756139,2016,before,1
2016-059-H8,YBBA,sham,9.642045,2016,before,1
2017-110-F9,YBBA,sham,53.69114,2017,before,1
2017-110-G1,YBBA,sham,1571.088,2017,before,1
2017-110-G2,YBBA,sham,129.6936,2017,before,1
2017-110-G3,YBBA,sham,119.2296,2017,before,1
2017-110-G4,YBBA,sham,15.76357,2017,before,1
2017-110-G5,YBBA,sham,11.01864,2017,before,1
2017-110-G6,YBBA,sham,16.80212,2017,before,1
2017-110-G7,YBBA,sham,27.23007,2017,before,1
2017-110-G8,YBBA,sham,14.48725,2017,before,1
2017-110-G9,YBBA,sham,38.47617,2017,before,1
2018-040-D6,YBBA,sham,0,2018,before,0
2018-040-D5,YBBA,sham,0,2018,before,0
2018-040-D4,YBBA,sham,0,2018,before,0
2018-040-D3,YBBA,sham,0,2018,before,0
2018-040-D2,YBBA,sham,0,2018,before,0
2018-040-D1,YBBA,sham,0.978938,2018,before,1
2018-040-C9,YBBA,sham,0,2018,before,0
2018-040-C8,YBBA,sham,0,2018,before,0
2018-040-C7,YBBA,sham,198.2573,2018,before,1
2018-040-C6,YBBA,sham,0,2018,before,0
2022_708_A2,NTALKGCP,sham,0,2022,after,0
2022_708_A3,NTALKGCP,sham,0,2022,after,0
2022_708_A4,NTALKGCP,sham,0,2022,after,0
2022_708_A5,GRAMPBOR,sham,0,2022,after,0
2022_708_A6,GRAMPBOR,sham,0,2022,after,0
2022_708_A7,GRAMPBOR,sham,0,2022,after,0
2022_708_A8,GRAMPBOR,sham,0,2022,after,0
2022_708_A9,GRAMPBOR,sham,0,2022,after,0
2022_708_B1,GRAMPBOR,sham,0,2022,after,0
2022_707_E5,CA-MANZA,vaccine,0,2022,after,0
2022_707_E6,CA-MANZA,vaccine,0,2022,after,0
2022_707_E7,CA-MANZA,vaccine,0,2022,after,0
2022_707_E8,CA-MANZA,vaccine,0,2022,after,0
2022_707_E9,CA-MANZA,vaccine,226.8,2022,after,1
2022_707_F1,CA-MANZA,vaccine,0,2022,after,0
2022_707_F2,CA-MANZA,vaccine,0,2022,after,0
2022_707_F3,CA-MANZA,vaccine,0,2022,after,0
2022_707_F4,CA-MANZA,vaccine,0,2022,after,0
2022_707_F5,CA-MANZA,vaccine,399.5,2022,after,1
2022_706_A1,CA-PIG,sham,0,2022,after,0
2022_706_A2,CA-PIG,sham,0,2022,after,0
2022_706_A3,CA-PIG,sham,0,2022,after,0
2022_706_A4,CA-PIG,sham,0,2022,after,0
2022_706_A5,CA-PIG,sham,0,2022,after,0
2022_706_A6,CA-PIG,sham,0,2022,after,0
2022_706_A7,CA-PIG,sham,0,2022,after,0
2022_706_A8,CA-PIG,sham,0,2022,after,0
2022_706_A9,CA-PIG,sham,0,2022,after,0
2022_706_B1,CA-PIG,sham,0,2022,after,0
2022_711_A1,CABINBOR,sham,0,2022,after,0
2022_711_A2,CABINBOR,sham,0,2022,after,0
2022_711_A3,CABINBOR,sham,0,2022,after,0
2022_711_A4,CABINBOR,sham,0,2022,after,0
2022_711_A5,CABINBOR,sham,0,2022,after,0
2022_711_A6,CABINBOR,sham,0,2022,after,0
2022_711_A7,CABINBOR,sham,0,2022,after,0
2022_711_A8,CABINBOR,sham,0,2022,after,0
2022_711_A9,CABINBOR,sham,0,2022,after,0
2022_711_B1,CABINBOR,sham,0,2022,after,0
2022_707_A1,GLORGCP,vaccine,0,2022,after,0
2022_707_A2,GLORGCP,vaccine,0,2022,after,0
2022_707_A3,GLORGCP,vaccine,0,2022,after,0
2022_707_A4,GLORGCP,vaccine,0,2022,after,0
2022_707_A5,GLORGCP,vaccine,0,2022,after,0
2022_707_A6,GLORGCP,vaccine,0,2022,after,0
2022_707_A7,GLORGCP,vaccine,0,2022,after,0
2022_707_A8,GLORGCP,vaccine,0,2022,after,0
2022_707_A9,GLORGCP,vaccine,0,2022,after,0
2022_707_B1,GLORGCP,vaccine,0,2022,after,0
2022_706_D4,NORTHGCP,vaccine,0,2022,after,0
2022_706_D5,NORTHGCP,vaccine,0,2022,after,0
2022_706_D6,NORTHGCP,vaccine,0,2022,after,0
2022_706_D7,NORTHGCP,vaccine,0,2022,after,0
2022_706_D8,NORTHGCP,vaccine,0,2022,after,0
2022_706_D9,NORTHGCP,vaccine,0,2022,after,0
2022_706_E1,NORTHGCP,vaccine,0,2022,after,0
2022_706_E2,NORTHGCP,vaccine,0,2022,after,0
2022_706_E3,NORTHGCP,vaccine,0,2022,after,0
2022_706_E4,NORTHGCP,vaccine,0,2022,after,0
2022_707_B2,GLORGCP,vaccine,0,2022,after,0
2022_707_B3,GLORGCP,vaccine,0,2022,after,0
2022_707_B4,GLORGCP,vaccine,0,2022,after,0
2022_707_B5,GLORGCP,vaccine,0,2022,after,0
2022_707_B6,GLORGCP,vaccine,0,2022,after,0
2022_707_B7,GLORGCP,vaccine,0,2022,after,0
2022_707_B8,GLORGCP,vaccine,0,2022,after,0
2022_707_B9,GLORGCP,vaccine,0,2022,after,0
2022_707_C1,GLORGCP,vaccine,0,2022,after,0
2022_707_C2,GLORGCP,vaccine,0,2022,after,0
2022_708_B2,GRAMPBOR,sham,0,2022,after,0
2022_708_B3,GRAMPBOR,sham,0,2022,after,0
2022_708_B4,GRAMPBOR,sham,0,2022,after,0
2022_708_B5,GRAMPBOR,sham,0,2022,after,0
2022_708_B6,GRAMPBOR,sham,0,2022,after,0
2022_708_B7,GRAMPBOR,sham,0,2022,after,0
2022_708_B8,GRAMPBOR,sham,0,2022,after,0
2022_708_B9,GRAMPBOR,sham,0,2022,after,0
2022_708_C1,GRAMPBOR,sham,0,2022,after,0
2022_708_C2,GRAMPBOR,sham,0,2022,after,0
2022_710_G4,HERONGCP,vaccine,0,2022,after,0
2022_710_G5,HERONGCP,vaccine,0,2022,after,0
2022_706_B2,CA-PIG,sham,0,2022,after,0
2022_706_B3,CA-PIG,sham,0,2022,after,0
2022_706_B4,CA-PIG,sham,0,2022,after,0
2022_706_B5,CA-PIG,sham,0,2022,after,0
2022_706_B6,CA-PIG,sham,0,2022,after,0
2022_706_B7,CA-PIG,sham,0,2022,after,0
2022_706_B8,CA-PIG,sham,0,2022,after,0
2022_706_B9,CA-PIG,sham,0,2022,after,0
2022_706_C1,CA-PIG,sham,0,2022,after,0
2022_706_C2,NORTHGCP,vaccine,0,2022,after,0
2022_711_B2,CABINBOR,sham,0,2022,after,0
2022_711_B3,CABINBOR,sham,0,2022,after,0
2022_711_B4,CABINBOR,sham,0,2022,after,0
2022_711_B5,CABINBOR,sham,0,2022,after,0
2022_711_B6,PPKBOR,vaccine,0,2022,after,0
2022_711_B7,PPKBOR,vaccine,0,2022,after,0
2022_711_B8,UCTBOR,vaccine,0,2022,after,0
2022_707_D4,CA-MANZA,vaccine,59.6,2022,after,1
2022_707_D5,CA-MANZA,vaccine,0,2022,after,0
2022_707_D6,CA-MANZA,vaccine,0,2022,after,0
2022_707_D7,CA-MANZA,vaccine,0,2022,after,0
2022_707_D8,CA-MANZA,vaccine,742.7,2022,after,1
2022_707_D9,CA-MANZA,vaccine,0,2022,after,0
2022_707_E1,CA-MANZA,vaccine,0,2022,after,0
2022_707_E2,CA-MANZA,vaccine,0,2022,after,0
2022_707_E3,CA-MANZA,vaccine,0,2022,after,0
2022_707_E4,CA-MANZA,vaccine,0,2022,after,0
2022_707_C3,GLORGCP,vaccine,0,2022,after,0
2022_707_C4,GLORGCP,vaccine,0,2022,after,0
2022_707_C5,GLORGCP,vaccine,0,2022,after,0
2022_707_C6,CA-MANZA,vaccine,156.1,2022,after,1
2022_707_C7,CA-MANZA,vaccine,0,2022,after,0
2022_707_C8,CA-MANZA,vaccine,0,2022,after,0
2022_707_C9,CA-MANZA,vaccine,0,2022,after,0
2022_707_D1,CA-MANZA,vaccine,0,2022,after,0
2022_707_D2,CA-MANZA,vaccine,0,2022,after,0
2022_707_D3,CA-MANZA,vaccine,0,2022,after,0
2022_708_C3,GRAMPBOR,sham,0,2022,after,0
2022_708_C4,GRAMPBOR,sham,0,2022,after,0
2022_708_C5,GRAMPBOR,sham,0,2022,after,0
2022_708_C6,GRAMPBOR,sham,0,2022,after,0
2022_708_C7,GRAMPBOR,sham,0,2022,after,0
2022_708_C8,GRAMPBOR,sham,0,2022,after,0
2022_708_C9,GRAMPBOR,sham,0,2022,after,0
2022_708_D1,GRAMPBOR,sham,0,2022,after,0
2022_708_D2,GRAMPBOR,sham,0,2022,after,0
2022_708_D3,GRAMPBOR,sham,0,2022,after,0
2022_706_E5,NORTHGCP,vaccine,0,2022,after,0
2022_706_E6,NORTHGCP,vaccine,0,2022,after,0
2022_706_E7,NORTHGCP,vaccine,0,2022,after,0
2022_706_E8,NORTHGCP,vaccine,0,2022,after,0
2022_706_E9,NORTHGCP,vaccine,0,2022,after,0
2022_706_F1,NORTHGCP,vaccine,0,2022,after,0
2022_706_F2,NORTHGCP,vaccine,0,2022,after,0
2022_706_F3,NORTHGCP,vaccine,0,2022,after,0
2022_706_F4,NORTHGCP,vaccine,0,2022,after,0
2022_706_F5,NORTHGCP,vaccine,0,2022,after,0
2022_706_C3,NORTHGCP,vaccine,0,2022,after,0
2022_706_C4,NORTHGCP,vaccine,0,2022,after,0
2022_706_C5,NORTHGCP,vaccine,0,2022,after,0
2022_706_C6,NORTHGCP,vaccine,0,2022,after,0
2022_706_C7,NORTHGCP,vaccine,0,2022,after,0
2022_706_C8,NORTHGCP,vaccine,0,2022,after,0
2022_706_C9,NORTHGCP,vaccine,0,2022,after,0
2022_706_D1,NORTHGCP,vaccine,0,2022,after,0
2022_706_D2,NORTHGCP,vaccine,0,2022,after,0
2022_706_D3,NORTHGCP,vaccine,0,2022,after,0
2022_710_G6,HERONGCP,vaccine,0,2022,after,0
2022_710_G7,HERONGCP,vaccine,0,2022,after,0
2022_707_F6,CA-MANZA,vaccine,0,2022,after,0
2022_707_F7,CA-MANZA,vaccine,0,2022,after,0
2022_707_F8,CA-MANZA,vaccine,0,2022,after,0
2022_707_F9,CA-MANZA,vaccine,83,2022,after,1
2022_707_G1,CA-MANZA,vaccine,0,2022,after,0
2022_707_G2,CA-MANZA,vaccine,0,2022,after,0
2022_707_G3,CA-MANZA,vaccine,0,2022,after,0
2022_707_G4,CA-PIG,sham,0,2022,after,0
2022_708_D4,GRAMPBOR,sham,0,2022,after,0
2022_708_D5,GRAMPBOR,sham,0,2022,after,0
2022_708_D6,GRAMPBOR,sham,0,2022,after,0
2022_708_D7,GRAMPBOR,sham,0,2022,after,0
2022_708_D8,GRAMPBOR,sham,0,2022,after,0
2022_707_G5,CA-PIG,sham,0,2022,after,0
2022_707_G6,CA-PIG,sham,0,2022,after,0
2022_706_F6,NORTHGCP,vaccine,0,2022,after,0
2022_706_F7,NORTHGCP,vaccine,0,2022,after,0
2022_706_F8,NORTHGCP,vaccine,0,2022,after,0
2022_706_F9,NORTHGCP,vaccine,0,2022,after,0
2022_706_G1,NORTHGCP,vaccine,0,2022,after,0
2022_706_G2,NORTHGCP,vaccine,0,2022,after,0
2022_706_G3,NORTHGCP,vaccine,0,2022,after,0
2022_706_G4,NORTHGCP,vaccine,0,2022,after,0
2022_708_D9,GRAMPBOR,sham,0,2022,after,0
2022_708_E1,GRAMPBOR,sham,0,2022,after,0
2022_708_E2,GRAMPBOR,sham,0,2022,after,0
2022_708_E3,GRAMPBOR,sham,0,2022,after,0
2022_708_E4,GRAMPBOR,sham,0,2022,after,0
2022_708_E5,GRAMPBOR,sham,0,2022,after,0
2022_708_E6,GRAMPBOR,sham,0,2022,after,0
2022_708_E7,GRAMPBOR,sham,0,2022,after,0
2022_706_G5,NORTHGCP,vaccine,0,2022,after,0
2022_706_G6,NTALKGCP,sham,0,2022,after,0
2022_710_G8,HERONGCP,vaccine,0,2022,after,0
2022_710_G9,HERONGCP,vaccine,0,2022,after,0
2022_710_H1,HERONGCP,vaccine,0,2022,after,0
2022_710_H2,HERONGCP,vaccine,0,2022,after,0
2022_710_H3,HERONGCP,vaccine,0,2022,after,0
2022_710_H4,HERONGCP,vaccine,0,2022,after,0
2022_710_H5,HERONGCP,vaccine,0,2022,after,0
2022_710_H6,HERONGCP,vaccine,0,2022,after,0
2022_710_H7,HERONGCP,vaccine,0,2022,after,0
2022_710_H8,HERONGCP,vaccine,0,2022,after,0
2022_707_G7,CA-PIG,sham,0,2022,after,0
2022_707_G8,CA-PIG,sham,0,2022,after,0
